epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,65.8597,0.37386,0.46803,1.02478,0.32647,0.69118,0.40077,0.24069,1.5955,3.58606,1.91864,0.00135344,0.00135344,0.00135344
21,67.1735,0.399,0.47336,1.06538,0.34162,0.56255,0.32888,0.18653,1.66897,3.63578,1.86023,0.00133693,0.00133693,0.00133693
22,68.4627,0.36175,0.44488,1.02127,0.55025,0.56242,0.58619,0.41714,1.02954,2.38015,1.35242,0.00132043,0.00132043,0.00132043
23,69.7154,0.34077,0.43879,1.0173,0.70284,0.85714,0.89154,0.61838,0.87302,1.04261,1.19665,0.00130393,0.00130393,0.00130393
24,70.9868,0.34825,0.42974,1.02549,0.69749,0.76959,0.79819,0.61929,0.89824,0.98508,1.3309,0.00128742,0.00128742,0.00128742
25,72.2668,0.31698,0.37826,1.01925,0.62551,0.89286,0.84155,0.61542,0.80444,1.08704,1.07676,0.00127092,0.00127092,0.00127092
26,73.5334,0.30999,0.36422,0.99198,0.74325,0.75,0.86738,0.67284,0.68981,0.92282,0.91826,0.00125442,0.00125442,0.00125442
27,75.0512,0.32114,0.36063,0.99739,0.78033,0.80133,0.86367,0.62065,0.89307,0.80677,1.22484,0.00123791,0.00123791,0.00123791
28,76.3675,0.3139,0.3974,0.9669,0.73452,0.90646,0.83968,0.6598,0.75382,0.94944,1.02138,0.00122141,0.00122141,0.00122141
29,77.6448,0.3183,0.38955,0.99897,0.66869,0.84954,0.86661,0.71546,0.5781,0.85968,0.82826,0.00120491,0.00120491,0.00120491
30,79.119,0.29744,0.33848,0.99196,0.61216,0.78571,0.84547,0.6951,0.66053,0.82044,0.89598,0.0011884,0.0011884,0.0011884
31,80.4387,0.31536,0.39226,0.98843,0.69924,0.82143,0.83714,0.70605,0.67021,0.693,0.87417,0.0011719,0.0011719,0.0011719
32,81.7331,0.29861,0.3585,0.96921,0.73166,0.82143,0.80678,0.64922,0.58729,0.64834,0.83159,0.0011554,0.0011554,0.0011554
33,83.0247,0.29489,0.33924,0.97526,0.81514,0.82143,0.84656,0.74245,0.62038,0.69432,0.87618,0.00113889,0.00113889,0.00113889
34,84.5072,0.28299,0.31954,0.98217,0.82491,0.82143,0.88917,0.78313,0.48855,0.58443,0.74036,0.00112239,0.00112239,0.00112239
35,86.052,0.29083,0.34354,0.97698,0.75132,0.82143,0.88086,0.76885,0.52914,0.77727,0.7793,0.00110589,0.00110589,0.00110589
36,87.3603,0.29945,0.3453,0.97794,0.86589,0.82143,0.85533,0.76696,0.4959,0.65213,0.75841,0.00108938,0.00108938,0.00108938
37,88.6473,0.26253,0.31311,0.95131,0.86859,0.85714,0.8542,0.73301,0.6282,0.70155,0.90512,0.00107288,0.00107288,0.00107288
38,89.9255,0.27602,0.32475,0.97133,0.78652,0.8487,0.86418,0.68965,0.87561,1.00304,1.1022,0.00105638,0.00105638,0.00105638
39,91.1997,0.27201,0.3262,0.96268,0.71637,0.75893,0.84502,0.69099,0.78351,0.96962,1.02684,0.00103987,0.00103987,0.00103987
40,92.512,0.26682,0.30193,0.96095,0.7866,0.82773,0.85696,0.66861,0.74366,0.89235,0.96205,0.00102337,0.00102337,0.00102337
41,93.8161,0.255,0.311,0.96508,0.7899,0.85714,0.87364,0.70295,0.65838,0.67535,0.9371,0.00100687,0.00100687,0.00100687
42,95.0887,0.26846,0.32045,0.9502,0.79455,0.84428,0.87215,0.72605,0.61693,0.65054,0.85433,0.000990365,0.000990365,0.000990365
43,96.3524,0.25919,0.33152,1.0059,0.83667,0.85714,0.90495,0.75853,0.59325,0.5362,0.79623,0.000973861,0.000973861,0.000973861
44,97.6322,0.24801,0.28532,0.95092,0.89282,0.85714,0.91813,0.75849,0.59743,0.48982,0.78948,0.000957358,0.000957358,0.000957358
45,98.8946,0.22768,0.28341,0.95005,0.87776,0.85714,0.91387,0.76695,0.63497,0.53808,0.84503,0.000940855,0.000940855,0.000940855
46,100.14,0.249,0.35155,0.94974,0.88258,0.79239,0.87631,0.72757,0.60632,0.57355,0.83984,0.000924352,0.000924352,0.000924352
47,101.416,0.24947,0.28769,0.96466,0.92355,0.81522,0.88911,0.76149,0.57008,0.45557,0.79641,0.000907848,0.000907848,0.000907848
48,102.686,0.244,0.28898,0.94441,0.88591,0.82143,0.8782,0.75339,0.59518,0.51329,0.84016,0.000891345,0.000891345,0.000891345
49,103.968,0.23992,0.27459,0.9633,0.88051,0.82143,0.86738,0.73292,0.6771,0.63421,0.91245,0.000874842,0.000874842,0.000874842
50,105.215,0.23545,0.28458,0.95128,0.89245,0.84946,0.89548,0.75114,0.62647,0.60066,0.85102,0.000858338,0.000858338,0.000858338
51,106.548,0.26868,0.29954,0.95906,0.85942,0.91523,0.92138,0.7744,0.56512,0.47991,0.79921,0.000841835,0.000841835,0.000841835
52,107.826,0.21501,0.26283,0.93472,0.88263,0.89286,0.90889,0.79467,0.49578,0.49965,0.75469,0.000825332,0.000825332,0.000825332
53,109.268,0.25115,0.26937,0.95191,0.88395,0.92857,0.88309,0.74814,0.56378,0.51166,0.81088,0.000808828,0.000808828,0.000808828
54,110.532,0.23837,0.26168,0.94475,0.87576,0.92536,0.89165,0.73173,0.67524,0.52758,0.90183,0.000792325,0.000792325,0.000792325
55,111.795,0.26536,0.289,0.96563,0.83661,0.92857,0.87885,0.75722,0.57154,0.55369,0.80334,0.000775822,0.000775822,0.000775822
56,113.09,0.2169,0.25076,0.95027,0.80296,0.88765,0.84531,0.73589,0.62542,0.62197,0.83931,0.000759318,0.000759318,0.000759318
57,114.368,0.22696,0.25097,0.94474,0.84627,0.89286,0.87791,0.75575,0.68415,0.58242,0.95114,0.000742815,0.000742815,0.000742815
58,115.713,0.22646,0.24434,0.93253,0.80885,0.87653,0.89184,0.74316,0.60911,0.53307,0.89436,0.000726312,0.000726312,0.000726312
59,116.979,0.22989,0.25784,0.93348,0.75003,0.85714,0.88793,0.73005,0.66168,0.57513,0.9312,0.000709809,0.000709809,0.000709809
60,118.251,0.21526,0.25662,0.93766,0.90074,0.85714,0.88586,0.76428,0.60735,0.58069,0.85883,0.000693305,0.000693305,0.000693305
61,119.519,0.19855,0.23112,0.94727,0.89984,0.85461,0.87592,0.78417,0.48018,0.54903,0.73813,0.000676802,0.000676802,0.000676802
62,120.801,0.20285,0.22575,0.93367,0.89801,0.85714,0.89268,0.78845,0.52711,0.5221,0.77565,0.000660299,0.000660299,0.000660299
63,122.104,0.18741,0.24035,0.92922,0.85048,0.89286,0.90141,0.78087,0.5689,0.545,0.81137,0.000643795,0.000643795,0.000643795
64,123.393,0.20771,0.23487,0.91946,0.87459,0.89286,0.89049,0.78431,0.52735,0.57662,0.75223,0.000627292,0.000627292,0.000627292
65,124.668,0.2075,0.23079,0.94123,0.87506,0.89169,0.8947,0.79776,0.48586,0.5523,0.72615,0.000610789,0.000610789,0.000610789
66,126.181,0.19515,0.21103,0.94125,0.8506,0.92077,0.89034,0.78311,0.50172,0.54797,0.74617,0.000594286,0.000594286,0.000594286
67,127.465,0.18673,0.20958,0.93123,0.8771,0.92368,0.89719,0.77982,0.55622,0.55104,0.77979,0.000577782,0.000577782,0.000577782
68,128.73,0.19065,0.20784,0.92424,0.8974,0.85714,0.88206,0.78208,0.52426,0.56145,0.7456,0.000561279,0.000561279,0.000561279
69,130.011,0.19493,0.22133,0.94249,0.89315,0.85714,0.86366,0.76438,0.50034,0.58639,0.7256,0.000544776,0.000544776,0.000544776
70,131.292,0.20279,0.21742,0.93416,0.89972,0.85714,0.86047,0.77923,0.48929,0.59617,0.71711,0.000528272,0.000528272,0.000528272
71,132.553,0.20561,0.22788,0.94894,0.90042,0.85714,0.86081,0.77861,0.47592,0.60138,0.72402,0.000511769,0.000511769,0.000511769
72,133.863,0.17986,0.20645,0.92971,0.86441,0.89286,0.86872,0.77724,0.45373,0.54551,0.71826,0.000495266,0.000495266,0.000495266
73,135.156,0.19049,0.21882,0.94152,0.86711,0.89286,0.90113,0.80722,0.45393,0.48441,0.72257,0.000478762,0.000478762,0.000478762
74,136.736,0.18284,0.21025,0.92243,0.92765,0.85714,0.89156,0.79711,0.46288,0.51876,0.71752,0.000462259,0.000462259,0.000462259
75,137.992,0.19641,0.22712,0.93875,0.90604,0.85714,0.89063,0.7809,0.45581,0.51928,0.69896,0.000445756,0.000445756,0.000445756
76,139.275,0.1914,0.20164,0.93059,0.95418,0.85424,0.89414,0.78745,0.48415,0.49938,0.71281,0.000429253,0.000429253,0.000429253
77,140.549,0.1845,0.18744,0.93908,0.88935,0.89286,0.90116,0.76639,0.52317,0.51068,0.74361,0.000412749,0.000412749,0.000412749
78,141.811,0.17655,0.19633,0.88563,0.90888,0.89286,0.89799,0.76446,0.51974,0.50662,0.73967,0.000396246,0.000396246,0.000396246
79,143.075,0.18816,0.20851,0.91318,0.91659,0.89286,0.89698,0.77542,0.49675,0.52488,0.7214,0.000379743,0.000379743,0.000379743
80,144.348,0.19113,0.19057,0.92784,0.90435,0.89286,0.88371,0.76431,0.47276,0.54624,0.69868,0.000363239,0.000363239,0.000363239
81,145.614,0.16686,0.17819,0.93565,0.90393,0.89286,0.87315,0.75519,0.4888,0.59239,0.71993,0.000346736,0.000346736,0.000346736
82,146.896,0.19137,0.19327,0.95821,0.90285,0.89286,0.87832,0.76072,0.49646,0.57951,0.73934,0.000330233,0.000330233,0.000330233
83,148.151,0.1769,0.18168,0.92705,0.90843,0.88581,0.88404,0.76542,0.48121,0.57207,0.72659,0.000313729,0.000313729,0.000313729
84,149.415,0.16436,0.1838,0.92491,0.86857,0.89286,0.89314,0.78886,0.44969,0.52484,0.69465,0.000297226,0.000297226,0.000297226
85,150.666,0.16423,0.17407,0.90387,0.8592,0.89286,0.90376,0.8007,0.43486,0.49514,0.67733,0.000280723,0.000280723,0.000280723
86,151.931,0.16124,0.17759,0.90684,0.87162,0.89286,0.90458,0.81231,0.4266,0.49731,0.67382,0.00026422,0.00026422,0.00026422
87,153.461,0.16288,0.18926,0.94419,0.90064,0.85463,0.90398,0.81014,0.42383,0.4937,0.66892,0.000247716,0.000247716,0.000247716
88,154.713,0.17648,0.17501,0.92031,0.86384,0.89286,0.90607,0.80574,0.43848,0.49106,0.68492,0.000231213,0.000231213,0.000231213
89,155.974,0.17739,0.17325,0.93036,0.90588,0.89286,0.8978,0.78455,0.46166,0.50986,0.70924,0.00021471,0.00021471,0.00021471
90,157.226,0.14868,0.16539,0.9107,0.86898,0.89286,0.88268,0.77537,0.46921,0.53215,0.71499,0.000198206,0.000198206,0.000198206
91,158.929,0.18518,0.97105,0.96846,0.90402,0.85714,0.88008,0.77345,0.45242,0.55263,0.70598,0.000181703,0.000181703,0.000181703
92,160.269,0.19601,0.55671,0.96431,0.86955,0.88607,0.88086,0.76766,0.44678,0.55297,0.69859,0.0001652,0.0001652,0.0001652
93,161.534,0.18468,0.26155,0.96131,0.87157,0.88946,0.87774,0.76776,0.4408,0.54424,0.69114,0.000148696,0.000148696,0.000148696
94,162.784,0.20342,0.25876,0.99149,0.8719,0.89046,0.88264,0.76948,0.45928,0.55887,0.70554,0.000132193,0.000132193,0.000132193
95,164.038,0.18359,0.21297,0.92481,0.87447,0.91997,0.88603,0.77717,0.47499,0.57201,0.71937,0.00011569,0.00011569,0.00011569
96,165.3,0.17429,0.18328,0.9265,0.8747,0.92857,0.89103,0.77717,0.47665,0.56839,0.72233,9.91865e-05,9.91865e-05,9.91865e-05
97,166.559,0.16776,0.16421,0.93023,0.87327,0.92857,0.89127,0.78593,0.47125,0.54666,0.72103,8.26832e-05,8.26832e-05,8.26832e-05
98,167.832,0.16327,0.14735,0.95104,0.8717,0.92857,0.90756,0.78848,0.47024,0.55994,0.72121,6.61799e-05,6.61799e-05,6.61799e-05
99,169.101,0.16736,0.13871,0.89583,0.8663,0.92857,0.90915,0.79042,0.46452,0.56739,0.71549,4.96766e-05,4.96766e-05,4.96766e-05
100,170.35,0.18324,0.15903,0.91836,0.86595,0.92857,0.90253,0.78507,0.46285,0.55574,0.71635,3.31733e-05,3.31733e-05,3.31733e-05
