epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,220.881,0.22072,0.26061,0.94569,0.77099,0.75,0.7664,0.64725,0.68986,0.99417,0.9233,0.000577782,0.000577782,0.000577782
68,224.017,0.22353,0.27333,0.9424,0.81854,0.78571,0.8089,0.67255,0.78649,1.02602,1.01775,0.000561279,0.000561279,0.000561279
69,227.759,0.23521,0.29965,0.96642,0.83723,0.89286,0.87066,0.69801,0.81541,1.00441,1.02296,0.000544776,0.000544776,0.000544776
70,230.907,0.23793,0.29087,0.96725,0.75626,0.89916,0.85649,0.7055,0.75613,0.80872,0.97199,0.000528272,0.000528272,0.000528272
71,234.696,0.22731,0.27773,0.96145,0.901,0.85714,0.89144,0.71331,0.6363,0.65159,0.85029,0.000511769,0.000511769,0.000511769
72,237.86,0.2184,0.27361,0.948,0.88304,0.85714,0.89484,0.71598,0.63264,0.62261,0.88382,0.000495266,0.000495266,0.000495266
73,241.034,0.22582,0.28214,0.96436,0.84112,0.89286,0.87433,0.71454,0.65993,0.619,0.92905,0.000478762,0.000478762,0.000478762
74,244.166,0.21281,0.27074,0.93472,0.88668,0.85714,0.87018,0.72547,0.62975,0.62739,0.89644,0.000462259,0.000462259,0.000462259
75,247.3,0.21682,0.28182,0.95309,0.87827,0.89286,0.88792,0.73737,0.55738,0.52252,0.81605,0.000445756,0.000445756,0.000445756
76,251.672,0.22561,0.26589,0.94962,0.90914,0.88796,0.91529,0.77137,0.53928,0.50095,0.79545,0.000429253,0.000429253,0.000429253
77,256.068,0.20817,0.25333,0.95383,0.844,0.89286,0.91955,0.7607,0.59534,0.53547,0.86417,0.000412749,0.000412749,0.000412749
78,259.255,0.20687,0.25545,0.90153,0.98615,0.81808,0.91574,0.76197,0.6026,0.54483,0.87215,0.000396246,0.000396246,0.000396246
79,262.392,0.21875,0.26463,0.93341,0.95265,0.82143,0.92713,0.77515,0.58414,0.51904,0.82916,0.000379743,0.000379743,0.000379743
80,266.689,0.20683,0.23846,0.93681,0.90235,0.92857,0.9225,0.7653,0.58151,0.52037,0.80839,0.000363239,0.000363239,0.000363239
81,269.836,0.187,0.22026,0.94919,0.90225,0.89286,0.91251,0.74535,0.6214,0.54656,0.83953,0.000346736,0.000346736,0.000346736
82,273.62,0.21102,0.24348,0.96622,0.90949,0.92401,0.91552,0.74979,0.60153,0.53324,0.82419,0.000330233,0.000330233,0.000330233
83,276.81,0.18834,0.22859,0.93765,0.88772,0.92834,0.91988,0.76418,0.53521,0.5057,0.7775,0.000313729,0.000313729,0.000313729
84,279.975,0.18247,0.21993,0.93967,0.83508,0.84796,0.90218,0.77177,0.50477,0.54735,0.74654,0.000297226,0.000297226,0.000297226
85,283.141,0.18842,0.23304,0.92254,0.8587,0.96429,0.9046,0.76899,0.48903,0.45608,0.72829,0.000280723,0.000280723,0.000280723
86,286.297,0.18354,0.22773,0.91952,0.90941,0.89094,0.89978,0.77349,0.48821,0.48128,0.73154,0.00026422,0.00026422,0.00026422
87,289.433,0.181,0.2232,0.95773,0.90259,0.89286,0.89136,0.76395,0.49716,0.53491,0.74168,0.000247716,0.000247716,0.000247716
88,292.567,0.20827,0.22464,0.93585,0.90522,0.89286,0.89452,0.75203,0.49907,0.52009,0.73996,0.000231213,0.000231213,0.000231213
89,296.355,0.19825,0.23873,0.94027,0.88152,0.91928,0.89648,0.75321,0.49199,0.49909,0.73451,0.00021471,0.00021471,0.00021471
90,299.509,0.17971,0.21122,0.93035,0.87952,0.92294,0.89236,0.74762,0.47213,0.49071,0.71748,0.000198206,0.000198206,0.000198206
91,303.223,0.24468,0.9513,1.01171,0.87014,0.92857,0.89837,0.75315,0.46551,0.49016,0.71927,0.000181703,0.000181703,0.000181703
92,306.419,0.21025,0.68267,0.97349,0.85686,0.92857,0.89076,0.74058,0.48216,0.50851,0.73378,0.0001652,0.0001652,0.0001652
93,309.549,0.19001,0.3078,0.97029,0.85681,0.92296,0.88932,0.70538,0.50715,0.52494,0.7513,0.000148696,0.000148696,0.000148696
94,312.691,0.22093,0.2861,0.99299,0.86778,0.9218,0.89843,0.69764,0.53248,0.52297,0.75803,0.000132193,0.000132193,0.000132193
95,315.807,0.17899,0.22709,0.92832,0.87739,0.93495,0.91418,0.7486,0.52584,0.50821,0.74729,0.00011569,0.00011569,0.00011569
96,319.592,0.2044,0.21934,0.95318,0.87972,0.94403,0.92097,0.76111,0.53545,0.52612,0.76026,9.91865e-05,9.91865e-05,9.91865e-05
97,322.701,0.18588,0.20434,0.94734,0.94485,0.88696,0.92226,0.75966,0.52114,0.51197,0.75382,8.26832e-05,8.26832e-05,8.26832e-05
98,326.467,0.1865,0.18732,0.97191,0.93839,0.89286,0.92013,0.76997,0.50042,0.4885,0.73821,6.61799e-05,6.61799e-05,6.61799e-05
99,329.609,0.18658,0.17203,0.91461,0.90895,0.92145,0.91961,0.77991,0.49763,0.49523,0.73798,4.96766e-05,4.96766e-05,4.96766e-05
100,333.913,0.19006,0.18851,0.94149,0.91144,0.92688,0.92229,0.78339,0.498,0.50371,0.74291,3.31733e-05,3.31733e-05,3.31733e-05
