epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1565.58,0.70786,0.58199,1.06342,0.84271,0.75186,0.83977,0.71963,0.58537,0.59561,0.93,0.000808828,0.000808828,0.000808828
28,1621.09,0.69637,0.56686,1.06087,0.88951,0.73336,0.84103,0.72814,0.60499,0.61662,0.95182,0.000775822,0.000775822,0.000775822
29,1676.89,0.68572,0.55974,1.05272,0.80822,0.81582,0.86264,0.75398,0.59531,0.60355,0.95796,0.000742815,0.000742815,0.000742815
30,1733.69,0.67994,0.56441,1.0453,0.77642,0.75794,0.82497,0.72462,0.57656,0.62302,0.93291,0.000709809,0.000709809,0.000709809
31,1791.2,0.66685,0.53745,1.03935,0.79746,0.81839,0.85658,0.74733,0.57384,0.56164,0.93344,0.000676802,0.000676802,0.000676802
32,1846.77,0.66573,0.52157,1.04457,0.83305,0.8001,0.85981,0.76235,0.54769,0.53897,0.91449,0.000643795,0.000643795,0.000643795
33,1902.84,0.67128,0.53111,1.04591,0.78544,0.73295,0.81709,0.71911,0.54546,0.59626,0.91005,0.000610789,0.000610789,0.000610789
34,1962.51,0.64568,0.51342,1.03121,0.79177,0.83318,0.87886,0.77224,0.56203,0.56855,0.92626,0.000577782,0.000577782,0.000577782
35,2019.74,0.63463,0.50899,1.02229,0.83628,0.69275,0.79792,0.69499,0.56424,0.61167,0.91686,0.000544776,0.000544776,0.000544776
36,2077.55,0.62775,0.49621,1.02196,0.76572,0.78129,0.80114,0.68974,0.54417,0.62228,0.91405,0.000511769,0.000511769,0.000511769
37,2135.23,0.62226,0.48995,1.02532,0.83817,0.75642,0.81759,0.7172,0.55349,0.56756,0.92562,0.000478762,0.000478762,0.000478762
38,2193.34,0.61065,0.46597,1.01416,0.81336,0.69058,0.82164,0.71485,0.56665,0.57291,0.94101,0.000445756,0.000445756,0.000445756
39,2249.64,0.61332,0.47131,1.0131,0.80405,0.76363,0.84264,0.74703,0.55,0.57945,0.92334,0.000412749,0.000412749,0.000412749
40,2305.26,0.60559,0.46993,1.01398,0.76671,0.75939,0.78809,0.70142,0.53924,0.60911,0.91354,0.000379743,0.000379743,0.000379743
41,2361.97,0.51371,0.37202,0.94191,0.88228,0.73721,0.85108,0.74342,0.56514,0.56524,0.92779,0.000346736,0.000346736,0.000346736
42,2419.28,0.50158,0.34156,0.93585,0.79138,0.78993,0.83852,0.74571,0.54158,0.57682,0.91682,0.000313729,0.000313729,0.000313729
43,2474.77,0.49697,0.33536,0.93246,0.76279,0.81299,0.84972,0.74783,0.5586,0.54095,0.92781,0.000280723,0.000280723,0.000280723
44,2528.64,0.48241,0.32432,0.92704,0.81613,0.73952,0.83019,0.74241,0.51306,0.56603,0.89574,0.000247716,0.000247716,0.000247716
45,2585.81,0.469,0.31639,0.91372,0.87243,0.71376,0.82619,0.74009,0.55103,0.56572,0.92641,0.00021471,0.00021471,0.00021471
46,2639.85,0.46259,0.30388,0.91557,0.7404,0.78898,0.81749,0.73396,0.53227,0.56854,0.91969,0.000181703,0.000181703,0.000181703
47,2693.84,0.4591,0.3083,0.92035,0.79235,0.77475,0.85442,0.76285,0.54079,0.55478,0.92864,0.000148696,0.000148696,0.000148696
48,2748.97,0.44343,0.29201,0.90459,0.7582,0.80823,0.84945,0.75636,0.51471,0.55539,0.90131,0.00011569,0.00011569,0.00011569
49,2806.24,0.43205,0.28079,0.89847,0.83595,0.77834,0.85008,0.76116,0.50912,0.55099,0.90071,8.26832e-05,8.26832e-05,8.26832e-05
50,2861.31,0.42963,0.27927,0.90046,0.82575,0.70084,0.83744,0.75311,0.50821,0.56164,0.89802,4.96766e-05,4.96766e-05,4.96766e-05
