epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,161.448,1.45758,3.27135,1.74612,1.40496,0.47082,0.53661,0.45089,0.32187,0.43107,0.48592,0.37509,0.18007,1.49687,2.81794,1.95176,1.38634,0.0011885,0.0011885,0.0011885
19,168.058,1.47147,3.26716,1.72373,1.40758,0.48225,0.54087,0.46635,0.29171,0.41935,0.45368,0.36048,0.17342,1.59234,2.80225,1.84767,1.40839,0.00117435,0.00117435,0.00117435
20,174.648,1.44279,3.23554,1.7069,1.378,0.42061,0.54741,0.44304,0.32366,0.35162,0.45671,0.33676,0.18385,1.48769,2.77751,1.81166,1.33842,0.00116021,0.00116021,0.00116021
21,181.326,1.40954,3.22175,1.69435,1.3702,0.3474,0.46097,0.38992,0.2603,0.32915,0.40951,0.30911,0.14338,1.43053,2.80576,1.87404,1.35639,0.00114606,0.00114606,0.00114606
22,187.95,1.4498,3.25197,1.70083,1.38456,0.45594,0.53573,0.48511,0.34678,0.46846,0.45538,0.42069,0.1941,1.43739,2.84683,1.86945,1.29981,0.00113191,0.00113191,0.00113191
23,194.548,1.43657,3.26384,1.74522,1.38814,0.49524,0.55124,0.48492,0.3574,0.49782,0.43025,0.38845,0.20579,1.41862,2.79014,1.80718,1.32308,0.00111776,0.00111776,0.00111776
24,201.132,1.4027,3.21065,1.69487,1.36566,0.4288,0.62578,0.48819,0.35925,0.46463,0.45408,0.40197,0.20926,1.48312,2.82312,1.79437,1.33408,0.00110362,0.00110362,0.00110362
25,207.913,1.39418,3.19613,1.67714,1.35235,0.44434,0.5971,0.47277,0.33705,0.40214,0.53179,0.38535,0.20634,1.39439,2.76495,1.74209,1.30311,0.00108947,0.00108947,0.00108947
26,214.572,1.39516,3.18567,1.65607,1.35674,0.41262,0.60503,0.49744,0.38222,0.45214,0.50331,0.44405,0.2279,1.35519,2.69308,1.71161,1.26769,0.00107532,0.00107532,0.00107532
27,221.385,1.3761,3.11319,1.63659,1.33441,0.51008,0.55075,0.52013,0.39044,0.45602,0.48647,0.41651,0.22801,1.39137,2.79639,1.75741,1.31026,0.00106118,0.00106118,0.00106118
28,228.171,1.38447,3.18272,1.65511,1.34485,0.44797,0.54816,0.47521,0.3243,0.39048,0.47508,0.3797,0.18328,1.39435,2.69627,1.78549,1.28582,0.00104703,0.00104703,0.00104703
29,234.81,1.36022,3.12177,1.63786,1.34049,0.55847,0.51958,0.53396,0.39742,0.51899,0.45687,0.41972,0.23314,1.3283,2.72786,1.77727,1.26197,0.00103288,0.00103288,0.00103288
30,241.644,1.37969,3.13817,1.66708,1.34927,0.43256,0.62731,0.53535,0.40256,0.38292,0.5507,0.45418,0.253,1.46644,2.87357,1.75447,1.32532,0.00101873,0.00101873,0.00101873
31,248.606,1.367,3.0864,1.61805,1.33448,0.48756,0.59045,0.54292,0.38204,0.42244,0.50381,0.42751,0.2131,1.43055,2.76507,1.79895,1.31221,0.00100459,0.00100459,0.00100459
32,255.208,1.3569,3.14669,1.61841,1.32084,0.52635,0.58802,0.53228,0.39717,0.48459,0.52637,0.43253,0.23248,1.31892,2.69121,1.75905,1.28262,0.00099044,0.00099044,0.00099044
33,261.796,1.34097,3.11649,1.58176,1.32316,0.50139,0.58148,0.52244,0.38371,0.41288,0.50194,0.41133,0.21666,1.3862,2.73893,1.73512,1.28019,0.000976293,0.000976293,0.000976293
34,268.524,1.34807,3.04737,1.60969,1.34047,0.51441,0.54249,0.53637,0.40792,0.48044,0.47765,0.44147,0.24103,1.39113,2.78332,1.76258,1.29316,0.000962146,0.000962146,0.000962146
35,275.127,1.34655,3.07299,1.59923,1.32613,0.53336,0.56727,0.49695,0.37574,0.49861,0.52047,0.41648,0.23611,1.35464,2.76346,1.77005,1.28723,0.000947999,0.000947999,0.000947999
36,281.711,1.3383,3.08265,1.57058,1.32256,0.46672,0.57298,0.50423,0.37551,0.44287,0.48248,0.41395,0.22756,1.3555,2.76364,1.78412,1.2775,0.000933851,0.000933851,0.000933851
37,288.336,1.33493,3.04861,1.58119,1.32116,0.51757,0.51882,0.51633,0.39276,0.40822,0.48282,0.39893,0.22641,1.31603,2.76164,1.72427,1.25626,0.000919704,0.000919704,0.000919704
38,295.146,1.30991,3.00568,1.54492,1.29457,0.56198,0.54563,0.53759,0.41475,0.53389,0.50215,0.47239,0.22924,1.31887,2.78825,1.70019,1.24756,0.000905557,0.000905557,0.000905557
39,301.751,1.29706,3.01798,1.52382,1.29784,0.52731,0.56795,0.55068,0.41928,0.4682,0.50351,0.44932,0.25871,1.35799,2.71373,1.69256,1.24614,0.00089141,0.00089141,0.00089141
40,308.545,1.32113,3.0344,1.53299,1.30855,0.46978,0.58036,0.52742,0.40163,0.3876,0.55665,0.42455,0.24272,1.31203,2.67181,1.72251,1.24322,0.000877263,0.000877263,0.000877263
41,315.16,1.32777,3.03812,1.54252,1.31341,0.5643,0.51317,0.54217,0.43063,0.52407,0.4652,0.45801,0.24798,1.37217,2.80986,1.73542,1.301,0.000863116,0.000863116,0.000863116
42,322.079,1.29524,2.99334,1.53974,1.30174,0.55062,0.59579,0.56394,0.45039,0.50984,0.51856,0.48155,0.26744,1.31652,2.81489,1.71229,1.24965,0.000848969,0.000848969,0.000848969
43,328.863,1.30587,2.99794,1.56682,1.31118,0.53498,0.53565,0.54794,0.42974,0.49644,0.46558,0.46579,0.2541,1.38098,2.78194,1.69842,1.27748,0.000834822,0.000834822,0.000834822
44,335.476,1.30652,3.03652,1.50764,1.29891,0.4803,0.60667,0.55032,0.41556,0.46363,0.49262,0.45659,0.25269,1.3722,2.84187,1.68848,1.26836,0.000820675,0.000820675,0.000820675
45,342.094,1.26599,2.91316,1.46235,1.27605,0.58984,0.53906,0.54927,0.41887,0.53743,0.47491,0.4399,0.25136,1.43223,2.79302,1.73354,1.2892,0.000806528,0.000806528,0.000806528
46,348.684,1.26913,2.9428,1.47772,1.27393,0.45168,0.57163,0.5411,0.40515,0.39241,0.49746,0.42763,0.22645,1.36821,2.74603,1.7377,1.25555,0.00079238,0.00079238,0.00079238
47,355.314,1.26694,2.91343,1.46824,1.28015,0.42616,0.60851,0.49019,0.35792,0.38617,0.50193,0.38761,0.20988,1.39648,2.7837,1.68547,1.26392,0.000778233,0.000778233,0.000778233
48,361.946,1.27646,2.9012,1.44163,1.26949,0.54799,0.5741,0.57435,0.43688,0.58921,0.47374,0.50469,0.27119,1.34614,2.69911,1.73354,1.24309,0.000764086,0.000764086,0.000764086
49,368.675,1.27172,2.94958,1.4584,1.2777,0.53999,0.55512,0.57088,0.43735,0.47223,0.48719,0.4725,0.26118,1.27478,2.74729,1.64891,1.23426,0.000749939,0.000749939,0.000749939
50,375.285,1.23498,2.86394,1.42468,1.25356,0.51302,0.51815,0.51495,0.4147,0.4594,0.46128,0.42826,0.25262,1.30137,2.74087,1.71328,1.22812,0.000735792,0.000735792,0.000735792
51,381.906,1.23622,2.83814,1.44004,1.25152,0.51009,0.61428,0.5663,0.45025,0.45372,0.54983,0.46818,0.27521,1.33852,2.76342,1.72683,1.24962,0.000721645,0.000721645,0.000721645
52,388.733,1.25644,2.85226,1.4116,1.26343,0.47883,0.62493,0.53722,0.42491,0.42968,0.56465,0.44346,0.25043,1.37041,2.71153,1.69205,1.26494,0.000707498,0.000707498,0.000707498
53,395.457,1.2618,2.91776,1.43835,1.27218,0.53463,0.56017,0.53684,0.42421,0.49631,0.49768,0.45471,0.24827,1.3264,2.85278,1.68534,1.24474,0.000693351,0.000693351,0.000693351
54,402.069,1.2266,2.79796,1.40374,1.25649,0.54026,0.57556,0.55917,0.43632,0.49215,0.53276,0.4744,0.23188,1.26854,2.73625,1.79025,1.21806,0.000679204,0.000679204,0.000679204
55,408.761,1.23453,2.88009,1.41244,1.25165,0.48493,0.57031,0.54397,0.42534,0.46072,0.49357,0.44381,0.24729,1.30334,2.87528,1.66762,1.23796,0.000665057,0.000665057,0.000665057
56,415.551,1.20456,2.78198,1.37023,1.23095,0.5326,0.51052,0.54472,0.41537,0.47886,0.45685,0.45429,0.24367,1.39986,2.87243,1.75592,1.26827,0.000650909,0.000650909,0.000650909
57,422.13,1.21962,2.76708,1.35895,1.23898,0.49417,0.57666,0.56463,0.44834,0.59936,0.44387,0.46661,0.26177,1.29246,2.89306,1.72349,1.22891,0.000636762,0.000636762,0.000636762
58,428.697,1.21372,2.85778,1.39481,1.26378,0.54655,0.61052,0.57805,0.45645,0.50597,0.54222,0.47028,0.2761,1.32553,2.77513,1.64953,1.23808,0.000622615,0.000622615,0.000622615
59,435.554,1.22823,2.83281,1.41134,1.26343,0.58213,0.58962,0.58388,0.45799,0.52709,0.53787,0.47795,0.27708,1.33618,2.89581,1.6749,1.24272,0.000608468,0.000608468,0.000608468
60,442.35,1.21864,2.75733,1.35262,1.23204,0.54877,0.56298,0.56834,0.44367,0.49665,0.51319,0.47585,0.27787,1.37401,2.76598,1.71618,1.2352,0.000594321,0.000594321,0.000594321
61,448.958,1.22151,2.82033,1.37584,1.24086,0.56673,0.53003,0.5652,0.44543,0.50837,0.47742,0.47933,0.26341,1.34295,2.7978,1.69497,1.23692,0.000580174,0.000580174,0.000580174
62,455.573,1.21251,2.75059,1.35441,1.23679,0.58211,0.5998,0.59036,0.43906,0.50786,0.52699,0.478,0.25811,1.34683,2.82181,1.69435,1.24052,0.000566027,0.000566027,0.000566027
63,462.209,1.19368,2.74746,1.3276,1.23305,0.52943,0.59341,0.56775,0.43538,0.47152,0.52571,0.44895,0.24998,1.34185,2.85787,1.75329,1.23453,0.00055188,0.00055188,0.00055188
64,468.769,1.21951,2.78206,1.34949,1.24434,0.50669,0.64692,0.56531,0.44206,0.4623,0.57969,0.47823,0.25915,1.30047,2.81504,1.677,1.22768,0.000537733,0.000537733,0.000537733
65,475.344,1.15926,2.6907,1.30857,1.21317,0.52439,0.6138,0.55519,0.44665,0.46752,0.54634,0.45985,0.25286,1.33261,2.83614,1.71472,1.23624,0.000523586,0.000523586,0.000523586
66,481.945,1.19667,2.6991,1.30591,1.23009,0.65047,0.52938,0.59765,0.47488,0.61072,0.4722,0.50974,0.28176,1.33881,2.82713,1.64307,1.25414,0.000509438,0.000509438,0.000509438
67,488.77,1.15953,2.68444,1.3041,1.21081,0.43122,0.66426,0.52369,0.4226,0.39404,0.60503,0.43313,0.24985,1.33492,2.83059,1.68605,1.23788,0.000495291,0.000495291,0.000495291
68,495.322,1.16093,2.68144,1.30195,1.21517,0.52225,0.64377,0.59773,0.4775,0.46432,0.58024,0.50452,0.29261,1.30435,2.74539,1.65211,1.22445,0.000481144,0.000481144,0.000481144
69,502.169,1.16856,2.61277,1.26279,1.20067,0.62312,0.55854,0.5797,0.46677,0.56223,0.45373,0.46042,0.24857,1.32103,2.93329,1.70319,1.22684,0.000466997,0.000466997,0.000466997
70,508.754,1.15555,2.67743,1.2748,1.19102,0.53404,0.64938,0.57504,0.44503,0.48415,0.58649,0.48323,0.24353,1.29629,2.9373,1.64246,1.232,0.00045285,0.00045285,0.00045285
71,515.406,1.16829,2.6669,1.25442,1.20033,0.56999,0.49903,0.54991,0.44161,0.45486,0.48819,0.46291,0.27245,1.29441,2.87609,1.69097,1.24066,0.000438703,0.000438703,0.000438703
72,521.961,1.17161,2.5948,1.27915,1.20783,0.57199,0.58861,0.57219,0.4508,0.52309,0.5125,0.48201,0.24483,1.3414,2.9683,1.71273,1.23979,0.000424556,0.000424556,0.000424556
73,528.562,1.14558,2.59216,1.23057,1.19988,0.55978,0.60154,0.57478,0.46795,0.51861,0.55682,0.50311,0.26102,1.33487,2.84558,1.70254,1.23583,0.000410409,0.000410409,0.000410409
74,535.303,1.13923,2.57792,1.23045,1.19582,0.49012,0.62032,0.54633,0.44001,0.44727,0.5757,0.45426,0.26685,1.32933,3.03141,1.7391,1.23517,0.000396262,0.000396262,0.000396262
75,541.89,1.1438,2.6213,1.23318,1.18958,0.58443,0.60532,0.57655,0.45981,0.49,0.54075,0.47,0.26776,1.31624,2.94053,1.71142,1.23464,0.000382115,0.000382115,0.000382115
76,548.475,1.12857,2.59767,1.20203,1.18511,0.54445,0.65231,0.57372,0.4524,0.48347,0.58045,0.47061,0.26272,1.2849,2.95658,1.67207,1.22304,0.000367967,0.000367967,0.000367967
77,555.12,1.11998,2.55386,1.19602,1.18095,0.57693,0.5356,0.56132,0.44465,0.50967,0.50494,0.47918,0.24843,1.28704,2.95336,1.67918,1.21915,0.00035382,0.00035382,0.00035382
78,561.827,1.12821,2.58958,1.20249,1.19002,0.52145,0.63708,0.57194,0.46064,0.47859,0.58703,0.49978,0.26654,1.26958,2.87986,1.67246,1.20343,0.000339673,0.000339673,0.000339673
79,568.421,1.133,2.57253,1.20037,1.18597,0.57411,0.57328,0.57115,0.46376,0.50032,0.50009,0.4518,0.25579,1.30002,2.91008,1.71677,1.21843,0.000325526,0.000325526,0.000325526
80,574.955,1.11813,2.53379,1.18631,1.17713,0.58275,0.54315,0.57656,0.46151,0.48219,0.51225,0.49325,0.26538,1.29118,2.91088,1.67461,1.21815,0.000311379,0.000311379,0.000311379
81,581.561,1.11796,2.53761,1.16799,1.17823,0.52226,0.62207,0.57488,0.46414,0.45638,0.54233,0.45645,0.25344,1.30428,2.9706,1.69591,1.23177,0.000297232,0.000297232,0.000297232
82,588.159,1.12051,2.53538,1.16952,1.18563,0.50613,0.67304,0.5713,0.45742,0.44915,0.59683,0.46409,0.26055,1.28369,2.94745,1.67757,1.21914,0.000283085,0.000283085,0.000283085
83,594.891,1.10063,2.52611,1.13581,1.16978,0.50824,0.61772,0.55264,0.44261,0.44706,0.54962,0.44741,0.2407,1.30844,2.9578,1.67483,1.23474,0.000268938,0.000268938,0.000268938
84,601.454,1.10151,2.54276,1.17882,1.1816,0.5306,0.63505,0.57487,0.46202,0.48071,0.56211,0.47151,0.24972,1.27518,2.94472,1.69148,1.20943,0.000254791,0.000254791,0.000254791
85,608.032,1.10804,2.52934,1.14363,1.18707,0.50395,0.64433,0.56595,0.46909,0.45772,0.58744,0.4819,0.26067,1.25875,2.95316,1.66073,1.20327,0.000240644,0.000240644,0.000240644
86,614.646,1.0894,2.45359,1.16279,1.1687,0.58062,0.53631,0.57164,0.46961,0.51478,0.47067,0.46508,0.27083,1.28143,2.96498,1.71252,1.21307,0.000226497,0.000226497,0.000226497
87,621.362,1.08507,2.44468,1.13166,1.16656,0.53878,0.64391,0.59317,0.47281,0.58311,0.46511,0.48299,0.26887,1.26276,3.02698,1.6861,1.20342,0.000212349,0.000212349,0.000212349
88,627.932,1.07075,2.47476,1.11141,1.16227,0.5797,0.55639,0.57929,0.4701,0.50597,0.49315,0.45975,0.26926,1.25128,3.0439,1.73611,1.20407,0.000198202,0.000198202,0.000198202
89,634.532,1.08163,2.46285,1.1182,1.15979,0.54389,0.62892,0.58777,0.47409,0.46381,0.52399,0.45335,0.25571,1.30384,3.01873,1.73175,1.20953,0.000184055,0.000184055,0.000184055
90,641.118,1.09063,2.46409,1.13659,1.16734,0.5566,0.57123,0.57629,0.4621,0.49383,0.50228,0.46895,0.262,1.26405,2.98959,1.7021,1.20891,0.000169908,0.000169908,0.000169908
91,648.176,1.16695,2.33738,1.17467,1.16353,0.51736,0.58461,0.5621,0.45591,0.46855,0.52299,0.45762,0.25677,1.28073,3.06765,1.75257,1.21199,0.000155761,0.000155761,0.000155761
92,654.885,1.16413,2.3058,1.11517,1.16342,0.56978,0.58421,0.58364,0.48405,0.52213,0.526,0.49221,0.27207,1.25009,3.06531,1.65049,1.18662,0.000141614,0.000141614,0.000141614
93,661.308,1.15523,2.31435,1.07593,1.15992,0.54219,0.63292,0.58752,0.4871,0.50427,0.56185,0.50251,0.28886,1.27024,3.06474,1.64834,1.18854,0.000127467,0.000127467,0.000127467
94,667.955,1.15666,2.32003,1.09847,1.15723,0.53574,0.65758,0.57132,0.47486,0.49925,0.58007,0.48976,0.26655,1.26974,3.08076,1.64267,1.18652,0.00011332,0.00011332,0.00011332
95,674.386,1.1041,2.25285,1.04709,1.12548,0.58138,0.61305,0.5903,0.48908,0.52278,0.54765,0.49409,0.28423,1.23685,3.10458,1.64447,1.18371,9.91726e-05,9.91726e-05,9.91726e-05
96,680.778,1.13007,2.27753,1.03095,1.1389,0.56759,0.62249,0.60137,0.49475,0.51356,0.56021,0.50187,0.28625,1.26906,3.16336,1.67448,1.2006,8.50255e-05,8.50255e-05,8.50255e-05
97,687.418,1.1305,2.2974,1.05277,1.14415,0.59157,0.60293,0.60168,0.49663,0.53446,0.54269,0.50519,0.29531,1.26402,3.11112,1.69738,1.19722,7.08784e-05,7.08784e-05,7.08784e-05
98,694.041,1.10775,2.24508,1.04773,1.1257,0.58663,0.64035,0.59817,0.494,0.54914,0.57775,0.51671,0.29432,1.22607,3.09529,1.66324,1.18567,5.67313e-05,5.67313e-05,5.67313e-05
99,700.515,1.10599,2.25368,1.02264,1.13533,0.57851,0.63773,0.5981,0.49216,0.5253,0.57642,0.50467,0.28946,1.26083,3.1721,1.68875,1.19195,4.25842e-05,4.25842e-05,4.25842e-05
100,706.909,1.1054,2.2417,1.01858,1.13612,0.54446,0.65262,0.59223,0.48878,0.48273,0.57922,0.49332,0.28833,1.27125,3.15125,1.68043,1.20215,2.84371e-05,2.84371e-05,2.84371e-05
